*Node,xPos,yPos,zPos,xDOF,yDOF,zDOF,forceX,forceY,forceZ,
60,-1,0.125,0.5,1,1,1,0,0,0,
61,0.380422592,-0.123606801,0.5,0,0,1,0,0,0,
62,0.323606789,-0.235114098,0.5,0,0,1,0,0,0,
63,0.235114098,-0.323606789,0.5,0,0,1,0,0,0,
64,0.123606801,-0.380422592,0.5,0,0,1,0,0,0,
65,0,-0.519999981,0.5,0,0,1,0,0,0,
66,0,-0.639999986,0.5,0,0,1,0,0,0,
67,0,-0.75999999,0.5,0,0,1,0,0,0,
68,0,-0.879999995,0.5,0,0,1,0,0,0,
69,0.125,-1,0.5,0,0,1,0,0,0,
70,0.25,-1,0.5,0,0,1,0,0,0,
71,0.375,-1,0.5,0,0,1,0,0,0,
72,0.5,-1,0.5,0,0,1,0,0,0,
73,0.625,-1,0.5,0,0,1,0,0,0,
74,0.75,-1,0.5,0,0,1,0,0,0,
75,0.875,-1,0.5,0,0,1,0,0,0,
76,1,-0.875,0.5,0,0,1,0,0,0,
77,1,-0.75,0.5,0,0,1,0,0,0,
78,1,-0.625,0.5,0,0,1,0,0,0,
79,1,-0.5,0.5,0,0,1,0,0,0,
80,1,-0.375,0.5,0,0,1,0,0,0,
81,1,-0.25,0.5,0,0,1,0,0,0,
82,1,-0.125,0.5,0,0,1,0,0,0,
83,-1,-0.125,0.5,1,1,1,0,0,0,
84,-1,-0.25,0.5,1,1,1,0,0,0,
85,-1,-0.375,0.5,1,1,1,0,0,0,
86,-1,-0.5,0.5,1,1,1,0,0,0,
87,-1,-0.625,0.5,1,1,1,0,0,0,
88,-1,-0.75,0.5,1,1,1,0,0,0,
89,-1,-0.875,0.5,1,1,1,0,0,0,
90,-0.875,-1,0.5,0,0,1,0,0,0,
91,-0.75,-1,0.5,0,0,1,0,0,0,
92,-0.625,-1,0.5,0,0,1,0,0,0,
93,-0.5,-1,0.5,0,0,1,0,0,0,
94,-0.375,-1,0.5,0,0,1,0,0,0,
95,-0.25,-1,0.5,0,0,1,0,0,0,
96,-0.125,-1,0.5,0,0,1,0,0,0,
97,-0.123606801,-0.380422592,0.5,0,0,1,0,0,0,
98,-0.235114098,-0.323606789,0.5,0,0,1,0,0,0,
99,-0.323606789,-0.235114098,0.5,0,0,1,0,0,0,
100,-0.380422592,-0.123606801,0.5,0,0,1,0,0,0,
101,0.472360402,0.222924486,0.5,0,0,1,0,0,0,
102,0.235331878,0.427154809,0.5,0,0,1,0,0,0,
103,0.361714989,0.35616374,0.5,0,0,1,0,0,0,
104,0.834635913,0.111515932,0.5,0,0,1,0,0,0,
105,0.700625896,0.109764449,0.5,0,0,1,0,0,0,
106,0.571269929,0.105443962,0.5,0,0,1,0,0,0,
107,0.888239086,0.687296629,0.5,0,0,1,0,0,0,
108,0.889947116,0.562664151,0.5,0,0,1,0,0,0,
109,0.889716923,0.436019659,0.5,0,0,1,0,0,0,
110,0.889143944,0.311270684,0.5,0,0,1,0,0,0,
111,0.209344819,0.901934743,0.5,0,0,1,0,0,0,
112,0.314652056,0.892670393,0.5,0,0,1,0,0,0,
113,0.438022614,0.891975284,0.5,0,0,1,0,0,0,
114,0.563039362,0.890892863,0.5,0,0,1,0,0,0,
115,0.692967236,0.887370348,0.5,0,0,1,0,0,0,
116,0.829894662,0.886886537,0.5,0,0,1,0,0,0,
117,0.116269492,0.475363076,0.5,0,0,1,0,0,0,
118,0.114407621,0.587725937,0.5,0,0,1,0,0,0,
119,0.116425022,0.70890224,0.5,0,0,1,0,0,0,
120,0.115096748,0.838201106,0.5,0,0,1,0,0,0,
121,0.468810588,0.090395048,0.5,0,0,1,0,0,0,
122,0.226503953,0.650934756,0.5,0,0,1,0,0,0,
123,0.622044683,0.21859318,0.5,0,0,1,0,0,0,
124,0.778540194,0.378265738,0.5,0,0,1,0,0,0,
125,0.89717865,0.792516708,0.5,0,0,1,0,0,0,
126,0.785544634,0.503861666,0.5,0,0,1,0,0,0,
127,0.240164548,0.78158772,0.5,0,0,1,0,0,0,
128,0.78251183,0.623126686,0.5,0,0,1,0,0,0,
129,0.373383284,0.787089646,0.5,0,0,1,0,0,0,
130,0.494304091,0.783824503,0.5,0,0,1,0,0,0,
131,0.621314943,0.776715755,0.5,0,0,1,0,0,0,
132,0.768937349,0.238148391,0.5,0,0,1,0,0,0,
133,0.768232346,0.759329498,0.5,0,0,1,0,0,0,
134,0.344176471,0.485377014,0.5,0,0,1,0,0,0,
135,0.477166891,0.351444811,0.5,0,0,1,0,0,0,
136,0.228676662,0.537684023,0.5,0,0,1,0,0,0,
137,0.544677854,0.667657197,0.5,0,0,1,0,0,0,
138,0.422295898,0.680624127,0.5,0,0,1,0,0,0,
139,0.702866852,0.560501933,0.5,0,0,1,0,0,0,
140,0.680067897,0.459534526,0.5,0,0,1,0,0,0,
141,0.31954366,0.699957013,0.5,0,0,1,0,0,0,
142,0.670024455,0.657100916,0.5,0,0,1,0,0,0,
143,0.898543417,0.207186997,0.5,0,0,1,0,0,0,
144,0.439644188,0.434165567,0.5,0,0,1,0,0,0,
145,0.554147601,0.427503735,0.5,0,0,1,0,0,0,
146,0.462979347,0.550021529,0.5,0,0,1,0,0,0,
147,0.660404086,0.338494569,0.5,0,0,1,0,0,0,
148,0.557224751,0.311792165,0.5,0,0,1,0,0,0,
149,0.602460623,0.553719938,0.5,0,0,1,0,0,0,
150,0.334029347,0.60076642,0.5,0,0,1,0,0,0,
151,-0.466993392,0.22847411,0.5,0,0,1,0,0,0,
152,-0.348154485,0.342452735,0.5,0,0,1,0,0,0,
153,-0.238304868,0.440905243,0.5,0,0,1,0,0,0,
154,-0.109527178,0.4795928,0.5,0,0,1,0,0,0,
155,-0.836873651,0.113887362,0.5,0,0,1,0,0,0,
156,-0.467133641,0.092074253,0.5,0,0,1,0,0,0,
157,-0.570046604,0.109458171,0.5,0,0,1,0,0,0,
158,-0.701032519,0.113748103,0.5,0,0,1,0,0,0,
159,-0.11170762,0.708868027,0.5,0,0,1,0,0,0,
160,-0.113930695,0.838286042,0.5,0,0,1,0,0,0,
161,-0.686935842,0.892322242,0.5,0,0,1,0,0,0,
162,-0.562858522,0.892103851,0.5,0,0,1,0,0,0,
163,-0.438578993,0.892341375,0.5,0,0,1,0,0,0,
164,-0.314610302,0.892950475,0.5,0,0,1,0,0,0,
165,-0.892180622,0.437410623,0.5,0,0,1,0,0,0,
166,-0.89065659,0.565072834,0.5,0,0,1,0,0,0,
167,-0.887125671,0.696727395,0.5,0,0,1,0,0,0,
168,-0.886495233,0.833182573,0.5,0,0,1,0,0,0,
169,-0.104552016,0.59046793,0.5,0,0,1,0,0,0,
170,-0.627063811,0.22390382,0.5,0,0,1,0,0,0,
171,-0.892407954,0.313327193,0.5,0,0,1,0,0,0,
172,-0.626356661,0.784029841,0.5,0,0,1,0,0,0,
173,-0.792495847,0.899966061,0.5,0,0,1,0,0,0,
174,-0.900828242,0.2078183,0.5,0,0,1,0,0,0,
175,-0.502741396,0.783734918,0.5,0,0,1,0,0,0,
176,-0.776330888,0.499535292,0.5,0,0,1,0,0,0,
177,-0.377725244,0.781269491,0.5,0,0,1,0,0,0,
178,-0.773872435,0.631142914,0.5,0,0,1,0,0,0,
179,-0.77414161,0.237738997,0.5,0,0,1,0,0,0,
180,-0.761537194,0.774764538,0.5,0,0,1,0,0,0,
181,-0.210271493,0.641502023,0.5,0,0,1,0,0,0,
182,-0.237838805,0.775860488,0.5,0,0,1,0,0,0,
183,-0.779347718,0.372026235,0.5,0,0,1,0,0,0,
184,-0.642220795,0.568104804,0.5,0,0,1,0,0,0,
185,-0.56918782,0.680587053,0.5,0,0,1,0,0,0,
186,-0.451776385,0.677958608,0.5,0,0,1,0,0,0,
187,-0.190006316,0.542018235,0.5,0,0,1,0,0,0,
188,-0.291970223,0.552248418,0.5,0,0,1,0,0,0,
189,-0.330261022,0.666222095,0.5,0,0,1,0,0,0,
190,-0.674634993,0.687725842,0.5,0,0,1,0,0,0,
191,-0.66071558,0.427604526,0.5,0,0,1,0,0,0,
192,-0.518422484,0.593247831,0.5,0,0,1,0,0,0,
193,-0.682539284,0.319562763,0.5,0,0,1,0,0,0,
194,-0.208275959,0.901419401,0.5,0,0,1,0,0,0,
195,-0.568120539,0.339585811,0.5,0,0,1,0,0,0,
196,-0.518509328,0.474074483,0.5,0,0,1,0,0,0,
197,-0.377231747,0.457508177,0.5,0,0,1,0,0,0,
198,-0.414695203,0.57020992,0.5,0,0,1,0,0,0,
199,-0.455801904,0.368419081,0.5,0,0,1,0,0,0,
200,0.704332054,-0.114762321,0.5,0,0,1,0,0,0,
201,0.359054118,-0.36211282,0.5,0,0,1,0,0,0,
202,0.228829518,-0.474031776,0.5,0,0,1,0,0,0,
203,0.092302673,-0.468790203,0.5,0,0,1,0,0,0,
204,0.835498869,-0.112399124,0.5,0,0,1,0,0,0,
205,0.447278857,-0.226234168,0.5,0,0,1,0,0,0,
206,0.569905341,-0.133390427,0.5,0,0,1,0,0,0,
207,0.463521361,-0.096646279,0.5,0,0,1,0,0,0,
208,0.112248003,-0.833807349,0.5,0,0,1,0,0,0,
209,0.111921132,-0.699501038,0.5,0,0,1,0,0,0,
210,0.108284943,-0.571253836,0.5,0,0,1,0,0,0,
211,0.687323928,-0.888255,0.5,0,0,1,0,0,0,
212,0.562762737,-0.889796674,0.5,0,0,1,0,0,0,
213,0.436095834,-0.889522612,0.5,0,0,1,0,0,0,
214,0.31155321,-0.889022052,0.5,0,0,1,0,0,0,
215,0.889601886,-0.311022043,0.5,0,0,1,0,0,0,
216,0.890221536,-0.436122119,0.5,0,0,1,0,0,0,
217,0.890377522,-0.562467456,0.5,0,0,1,0,0,0,
218,0.887248695,-0.692824781,0.5,0,0,1,0,0,0,
219,0.886864901,-0.829865754,0.5,0,0,1,0,0,0,
220,0.222368553,-0.628803551,0.5,0,0,1,0,0,0,
221,0.622398734,-0.781806648,0.5,0,0,1,0,0,0,
222,0.372794032,-0.779342651,0.5,0,0,1,0,0,0,
223,0.792516232,-0.897170246,0.5,0,0,1,0,0,0,
224,0.498982161,-0.783875823,0.5,0,0,1,0,0,0,
225,0.782288134,-0.374142259,0.5,0,0,1,0,0,0,
226,0.89942497,-0.206080571,0.5,0,0,1,0,0,0,
227,0.78496182,-0.49579373,0.5,0,0,1,0,0,0,
228,0.77675885,-0.621358454,0.5,0,0,1,0,0,0,
229,0.775656343,-0.237860203,0.5,0,0,1,0,0,0,
230,0.236152619,-0.772846162,0.5,0,0,1,0,0,0,
231,0.759208798,-0.768095434,0.5,0,0,1,0,0,0,
232,0.362540632,-0.477600574,0.5,0,0,1,0,0,0,
233,0.474658191,-0.350248635,0.5,0,0,1,0,0,0,
234,0.672687411,-0.54117161,0.5,0,0,1,0,0,0,
235,0.556006253,-0.697318614,0.5,0,0,1,0,0,0,
236,0.694064021,-0.436330259,0.5,0,0,1,0,0,0,
237,0.440796137,-0.663352013,0.5,0,0,1,0,0,0,
238,0.657457232,-0.666728318,0.5,0,0,1,0,0,0,
239,0.206990764,-0.899135113,0.5,0,0,1,0,0,0,
240,0.655897856,-0.219989076,0.5,0,0,1,0,0,0,
241,0.441587746,-0.432311475,0.5,0,0,1,0,0,0,
242,0.672256172,-0.331558466,0.5,0,0,1,0,0,0,
243,0.450138718,-0.52998656,0.5,0,0,1,0,0,0,
244,0.56568718,-0.436804414,0.5,0,0,1,0,0,0,
245,0.564280629,-0.283037543,0.5,0,0,1,0,0,0,
246,0.321425349,-0.684312046,0.5,0,0,1,0,0,0,
247,0.557128847,-0.589226902,0.5,0,0,1,0,0,0,
248,0.337683141,-0.576347768,0.5,0,0,1,0,0,0,
249,-0.116627157,-0.476216286,0.5,0,0,1,0,0,0,
250,-0.571482241,-0.105211079,0.5,0,0,1,0,0,0,
251,-0.699099958,-0.10973338,0.5,0,0,1,0,0,0,
252,-0.834214866,-0.112194136,0.5,0,0,1,0,0,0,
253,-0.115772307,-0.709103703,0.5,0,0,1,0,0,0,
254,-0.115254849,-0.588565886,0.5,0,0,1,0,0,0,
255,-0.88825798,-0.687328279,0.5,0,0,1,0,0,0,
256,-0.889915407,-0.562933505,0.5,0,0,1,0,0,0,
257,-0.889618933,-0.436349064,0.5,0,0,1,0,0,0,
258,-0.889079869,-0.311517477,0.5,0,0,1,0,0,0,
259,-0.209311351,-0.901842415,0.5,0,0,1,0,0,0,
260,-0.314643979,-0.892614126,0.5,0,0,1,0,0,0,
261,-0.438025951,-0.891955197,0.5,0,0,1,0,0,0,
262,-0.563038468,-0.890880108,0.5,0,0,1,0,0,0,
263,-0.692968071,-0.887366533,0.5,0,0,1,0,0,0,
264,-0.82989639,-0.886888206,0.5,0,0,1,0,0,0,
265,-0.236044392,-0.427102476,0.5,0,0,1,0,0,0,
266,-0.47147584,-0.223064944,0.5,0,0,1,0,0,0,
267,-0.361759484,-0.356142163,0.5,0,0,1,0,0,0,
268,-0.114974484,-0.838182986,0.5,0,0,1,0,0,0,
269,-0.46867615,-0.090376563,0.5,0,0,1,0,0,0,
270,-0.621519208,-0.218744099,0.5,0,0,1,0,0,0,
271,-0.226759747,-0.651180089,0.5,0,0,1,0,0,0,
272,-0.781989038,-0.622648299,0.5,0,0,1,0,0,0,
273,-0.897184968,-0.792526662,0.5,0,0,1,0,0,0,
274,-0.240102723,-0.781608105,0.5,0,0,1,0,0,0,
275,-0.786358535,-0.501805663,0.5,0,0,1,0,0,0,
276,-0.778998494,-0.379029274,0.5,0,0,1,0,0,0,
277,-0.37339294,-0.787047446,0.5,0,0,1,0,0,0,
278,-0.494292796,-0.783782721,0.5,0,0,1,0,0,0,
279,-0.621287584,-0.77669847,0.5,0,0,1,0,0,0,
280,-0.768604398,-0.238486633,0.5,0,0,1,0,0,0,
281,-0.768149734,-0.759268105,0.5,0,0,1,0,0,0,
282,-0.34453693,-0.485455722,0.5,0,0,1,0,0,0,
283,-0.476858407,-0.351472944,0.5,0,0,1,0,0,0,
284,-0.229155898,-0.538019776,0.5,0,0,1,0,0,0,
285,-0.544661522,-0.667634547,0.5,0,0,1,0,0,0,
286,-0.702849269,-0.560070574,0.5,0,0,1,0,0,0,
287,-0.422376603,-0.680579603,0.5,0,0,1,0,0,0,
288,-0.680179954,-0.459289849,0.5,0,0,1,0,0,0,
289,-0.319668859,-0.70000267,0.5,0,0,1,0,0,0,
290,-0.669896722,-0.656942785,0.5,0,0,1,0,0,0,
291,-0.898379803,-0.207439646,0.5,0,0,1,0,0,0,
292,-0.439640224,-0.434153646,0.5,0,0,1,0,0,0,
293,-0.553989172,-0.427523643,0.5,0,0,1,0,0,0,
294,-0.463051409,-0.550040305,0.5,0,0,1,0,0,0,
295,-0.660234451,-0.338694513,0.5,0,0,1,0,0,0,
296,-0.556815386,-0.31190002,0.5,0,0,1,0,0,0,
297,-0.602437973,-0.553583622,0.5,0,0,1,0,0,0,
298,-0.334258229,-0.600879669,0.5,0,0,1,0,0,0,

*Tri,
1,121,1,13,,,,,,,
2,121,106,101,,,,,,,
3,109,20,108,,,,,,,
4,114,27,113,,,,,,,
5,118,34,117,,,,,,,
6,112,29,111,,,,,,,
7,103,37,101,,,,,,,
8,16,2,17,,,,,,,
9,104,16,17,,,,,,,
10,147,132,124,,,,,,,
11,106,13,14,,,,,,,
12,23,3,24,,,,,,,
13,116,23,24,,,,,,,
14,125,23,116,,,,,,,
15,148,101,123,,,,,,,
16,108,21,107,,,,,,,
17,126,124,109,,,,,,,
18,143,17,18,,,,,,,
19,30,4,31,,,,,,,
20,120,30,31,,,,,,,
21,127,120,119,,,,,,,
22,113,28,112,,,,,,,
23,103,102,36,,,,,,,
24,115,26,114,,,,,,,
25,133,125,116,,,,,,,
26,117,5,35,,,,,,,
27,136,117,102,,,,,,,
28,122,119,118,,,,,,,
29,120,31,32,,,,,,,
30,101,37,38,,,,,,,
31,105,15,104,,,,,,,
32,102,35,36,,,,,,,
33,103,36,37,,,,,,,
34,128,126,108,,,,,,,
35,129,112,127,,,,,,,
36,104,15,16,,,,,,,
37,110,19,109,,,,,,,
38,123,106,105,,,,,,,
39,105,14,15,,,,,,,
40,121,101,38,,,,,,,
41,106,14,105,,,,,,,
42,107,21,22,,,,,,,
43,130,113,129,,,,,,,
44,124,110,109,,,,,,,
45,108,20,21,,,,,,,
46,143,132,104,,,,,,,
47,109,19,20,,,,,,,
48,143,110,132,,,,,,,
49,110,18,19,,,,,,,
50,111,29,30,,,,,,,
51,119,33,118,,,,,,,
52,150,136,134,,,,,,,
53,112,28,29,,,,,,,
54,142,139,128,,,,,,,
55,113,27,28,,,,,,,
56,146,134,144,,,,,,,
57,114,26,27,,,,,,,
58,133,128,107,,,,,,,
59,115,25,26,,,,,,,
60,116,24,25,,,,,,,
61,116,25,115,,,,,,,
62,117,34,5,,,,,,,
63,117,35,102,,,,,,,
64,118,33,34,,,,,,,
65,136,118,117,,,,,,,
66,127,119,122,,,,,,,
67,119,32,33,,,,,,,
68,120,111,30,,,,,,,
69,120,32,119,,,,,,,
70,121,38,1,,,,,,,
71,121,13,106,,,,,,,
72,134,102,103,,,,,,,
73,141,127,122,,,,,,,
74,123,101,106,,,,,,,
75,132,123,105,,,,,,,
76,126,109,108,,,,,,,
77,148,147,145,,,,,,,
78,125,107,22,,,,,,,
79,125,22,23,,,,,,,
80,128,108,107,,,,,,,
81,146,137,138,,,,,,,
82,127,112,111,,,,,,,
83,127,111,120,,,,,,,
84,133,107,125,,,,,,,
85,131,115,114,,,,,,,
86,149,146,145,,,,,,,
87,129,113,112,,,,,,,
88,138,137,130,,,,,,,
89,130,114,113,,,,,,,
90,142,133,131,,,,,,,
91,131,114,130,,,,,,,
92,132,105,104,,,,,,,
93,132,110,124,,,,,,,
94,133,116,115,,,,,,,
95,133,115,131,,,,,,,
96,150,146,138,,,,,,,
97,144,103,135,,,,,,,
98,135,103,101,,,,,,,
99,147,140,145,,,,,,,
100,136,122,118,,,,,,,
101,136,102,134,,,,,,,
102,149,142,137,,,,,,,
103,137,131,130,,,,,,,
104,138,130,129,,,,,,,
105,141,138,129,,,,,,,
106,145,144,135,,,,,,,
107,139,126,128,,,,,,,
108,140,124,126,,,,,,,
109,140,126,139,,,,,,,
110,141,129,127,,,,,,,
111,150,122,136,,,,,,,
112,142,128,133,,,,,,,
113,142,131,137,,,,,,,
114,143,104,17,,,,,,,
115,143,18,110,,,,,,,
116,144,134,103,,,,,,,
117,148,145,135,,,,,,,
118,149,140,139,,,,,,,
119,149,145,140,,,,,,,
120,150,138,141,,,,,,,
121,146,144,145,,,,,,,
122,147,123,132,,,,,,,
123,147,124,140,,,,,,,
124,148,135,101,,,,,,,
125,148,123,147,,,,,,,
126,149,139,142,,,,,,,
127,149,137,146,,,,,,,
128,150,141,122,,,,,,,
129,150,134,146,,,,,,,
130,151,43,44,,,,,,,
131,166,57,165,,,,,,,
132,172,162,161,,,,,,,
133,153,152,45,,,,,,,
134,154,5,34,,,,,,,
135,189,182,177,,,,,,,
136,155,39,40,,,,,,,
137,156,7,43,,,,,,,
138,157,156,151,,,,,,,
139,171,58,59,,,,,,,
140,170,157,151,,,,,,,
141,182,181,159,,,,,,,
142,187,154,169,,,,,,,
143,160,31,47,,,,,,,
144,31,4,47,,,,,,,
145,54,53,8,,,,,,,
146,168,53,54,,,,,,,
147,173,53,168,,,,,,,
148,162,51,161,,,,,,,
149,163,50,162,,,,,,,
150,182,164,177,,,,,,,
151,160,159,32,,,,,,,
152,60,6,39,,,,,,,
153,155,60,39,,,,,,,
154,171,165,58,,,,,,,
155,179,171,174,,,,,,,
156,184,178,176,,,,,,,
157,167,56,166,,,,,,,
158,180,173,168,,,,,,,
159,157,42,156,,,,,,,
160,152,151,44,,,,,,,
161,152,44,45,,,,,,,
162,153,45,46,,,,,,,
163,154,153,46,,,,,,,
164,159,33,32,,,,,,,
165,154,46,5,,,,,,,
166,169,34,33,,,,,,,
167,174,60,155,,,,,,,
168,158,41,157,,,,,,,
169,156,42,7,,,,,,,
170,156,43,151,,,,,,,
171,157,41,42,,,,,,,
172,183,171,179,,,,,,,
173,158,155,40,,,,,,,
174,158,40,41,,,,,,,
175,160,32,31,,,,,,,
176,175,162,172,,,,,,,
177,194,47,48,,,,,,,
178,164,49,163,,,,,,,
179,161,51,52,,,,,,,
180,176,166,165,,,,,,,
181,190,185,172,,,,,,,
182,162,50,51,,,,,,,
183,177,163,175,,,,,,,
184,163,49,50,,,,,,,
185,194,164,182,,,,,,,
186,164,48,49,,,,,,,
187,199,196,195,,,,,,,
188,165,57,58,,,,,,,
189,178,167,166,,,,,,,
190,166,56,57,,,,,,,
191,180,172,161,,,,,,,
192,167,55,56,,,,,,,
193,168,54,55,,,,,,,
194,168,55,167,,,,,,,
195,169,154,34,,,,,,,
196,169,33,159,,,,,,,
197,170,158,157,,,,,,,
198,195,191,193,,,,,,,
199,174,171,59,,,,,,,
200,179,155,158,,,,,,,
201,188,187,181,,,,,,,
202,180,161,173,,,,,,,
203,173,161,52,,,,,,,
204,173,52,53,,,,,,,
205,174,59,60,,,,,,,
206,179,174,155,,,,,,,
207,186,175,185,,,,,,,
208,175,163,162,,,,,,,
209,183,165,171,,,,,,,
210,191,176,183,,,,,,,
211,192,186,185,,,,,,,
212,177,164,163,,,,,,,
213,190,180,178,,,,,,,
214,178,166,176,,,,,,,
215,179,158,170,,,,,,,
216,193,179,170,,,,,,,
217,180,168,167,,,,,,,
218,180,167,178,,,,,,,
219,189,188,181,,,,,,,
220,181,169,159,,,,,,,
221,182,159,160,,,,,,,
222,194,182,160,,,,,,,
223,191,184,176,,,,,,,
224,183,176,165,,,,,,,
225,192,185,184,,,,,,,
226,190,184,185,,,,,,,
227,197,153,188,,,,,,,
228,185,175,172,,,,,,,
229,198,189,186,,,,,,,
230,186,177,175,,,,,,,
231,187,153,154,,,,,,,
232,187,169,181,,,,,,,
233,198,186,192,,,,,,,
234,188,153,187,,,,,,,
235,189,181,182,,,,,,,
236,189,177,186,,,,,,,
237,190,172,180,,,,,,,
238,190,178,184,,,,,,,
239,193,191,183,,,,,,,
240,195,193,170,,,,,,,
241,196,184,191,,,,,,,
242,198,196,197,,,,,,,
243,193,183,179,,,,,,,
244,195,170,151,,,,,,,
245,194,160,47,,,,,,,
246,194,48,164,,,,,,,
247,199,151,152,,,,,,,
248,199,197,196,,,,,,,
249,196,192,184,,,,,,,
250,196,191,195,,,,,,,
251,197,152,153,,,,,,,
252,198,197,188,,,,,,,
253,198,188,189,,,,,,,
254,198,192,196,,,,,,,
255,199,195,151,,,,,,,
256,199,152,197,,,,,,,
257,217,79,216,,,,,,,
258,200,15,14,,,,,,,
259,221,212,211,,,,,,,
260,202,201,63,,,,,,,
261,203,9,65,,,,,,,
262,222,214,213,,,,,,,
263,204,15,200,,,,,,,
264,229,225,215,,,,,,,
265,205,61,62,,,,,,,
266,207,205,206,,,,,,,
267,207,1,61,,,,,,,
268,68,10,69,,,,,,,
269,208,68,69,,,,,,,
270,224,222,213,,,,,,,
271,210,66,209,,,,,,,
272,76,75,11,,,,,,,
273,219,75,76,,,,,,,
274,223,75,219,,,,,,,
275,212,73,211,,,,,,,
276,213,72,212,,,,,,,
277,224,212,221,,,,,,,
278,239,69,70,,,,,,,
279,82,2,16,,,,,,,
280,204,16,15,,,,,,,
281,226,215,81,,,,,,,
282,244,241,243,,,,,,,
283,216,80,215,,,,,,,
284,218,78,217,,,,,,,
285,231,223,219,,,,,,,
286,206,14,13,,,,,,,
287,225,216,215,,,,,,,
288,201,62,63,,,,,,,
289,202,63,64,,,,,,,
290,203,202,64,,,,,,,
291,209,67,208,,,,,,,
292,203,64,9,,,,,,,
293,210,65,66,,,,,,,
294,226,82,204,,,,,,,
295,204,82,16,,,,,,,
296,245,244,242,,,,,,,
297,205,62,201,,,,,,,
298,206,200,14,,,,,,,
299,207,206,13,,,,,,,
300,207,13,1,,,,,,,
301,207,61,205,,,,,,,
302,208,67,68,,,,,,,
303,214,71,213,,,,,,,
304,220,210,209,,,,,,,
305,209,66,67,,,,,,,
306,210,202,203,,,,,,,
307,210,203,65,,,,,,,
308,211,73,74,,,,,,,
309,227,216,225,,,,,,,
310,248,202,220,,,,,,,
311,212,72,73,,,,,,,
312,230,214,222,,,,,,,
313,213,71,72,,,,,,,
314,239,214,230,,,,,,,
315,214,70,71,,,,,,,
316,215,80,81,,,,,,,
317,240,229,200,,,,,,,
318,244,233,241,,,,,,,
319,216,79,80,,,,,,,
320,228,218,217,,,,,,,
321,217,78,79,,,,,,,
322,231,221,211,,,,,,,
323,218,77,78,,,,,,,
324,219,76,77,,,,,,,
